t,q_W,q_US,n_W,n_US_star,bond,NFA,CA,VA,RES,cum_CA,cum_VA,cum_RES,accounting_line,Y_US,e_US
82.0,0.007183282877452496,0.005229745438185444,116.64956616241257,43.1849722448997,-0.7112796273845059,-0.09919920770371479,0.01245614944718406,-0.02275476227599324,6.245004513516506e-17,3.6098702281299127,-3.7894662241825765,4.163336342344337e-17,-0.09919920770371422,7.139560354416666,7.662597016301971
83.0,0.006790483086217344,0.0046424123864520946,121.84050302463764,51.23149907917251,-0.699347478388317,-0.10982934928496146,0.009825822117403113,-0.020455963698649805,2.0816681711721685e-17,3.619696050247316,-3.8099221878812264,6.245004513516506e-17,-0.10982934928496085,7.3654122130744515,7.9117256597379875
84.0,0.00642094797533213,0.004116873421702827,127.21439194516454,60.758688519964664,-0.6874917683901902,-0.12079060590214119,0.007138938189718676,-0.018100194806898364,-3.8163916471489756e-17,3.6268349884370346,-3.8280223826881246,2.42861286636753e-17,-0.12079060590214039,7.6000091437539945,8.170467169826779
85.0,0.006073298577041489,0.0036472392407795816,132.77423622204182,72.02977769602738,-0.6757498083560161,-0.13208206015849994,0.004400195640243305,-0.015691649896602027,-2.42861286636753e-17,3.631235184077278,-3.8437140325847268,0.0,-0.1320820601584991,7.843673106184094,8.439172150991267
86.0,0.005746236459371924,0.003228093685104736,138.52203540429008,85.35342375148724,-0.6641538317995227,-0.14370230974722714,0.001614212084475826,-0.013234461673203007,-2.42861286636753e-17,3.632849396161754,-3.8569484942579297,-2.42861286636753e-17,-0.14370230974722634,8.096737907572686,8.718204028536887
87.0,0.005438538954442344,0.00285446836109708,144.45862041858766,101.09152285720953,-0.6527308085959082,-0.15564952771544582,-0.0012145339008639289,-0.010732684067354809,5.551115123125783e-17,3.63163486226089,-3.8676811783252845,3.122502256758253e-17,-0.15564952771544502,8.35954965291708,9.007939552027638
88.0,0.00514905505012328,0.0025218166584902676,150.58352991480442,119.6682562392794,-0.6415029136841136,-0.16792143058759657,-0.004081724618398577,-0.0081901782537522,3.469446951953614e-17,3.6275531376424914,-3.8758713565790366,6.591949208711867e-17,-0.1679214305875955,8.632467213878238,9.308769303464452
89.0,0.0048767011046794055,0.0022259876979713994,156.89486230171613,141.58076844103516,-0.6304876544207841,-0.18051535493456344,-0.006983241706175768,-0.005610682640791113,3.469446951953614e-18,3.6205698959363155,-3.8814820392198275,6.938893903907228e-17,-0.18051535493456233,8.915862712589709,9.621098239754785
90.0,0.004620457026498613,0.001963200392368727,163.38914064706046,167.41169714183079,-0.6196980799253295,-0.19342828648500565,-0.009915180852412008,-0.002997750698030127,-7.28583859910259e-17,3.6106547150839035,-3.8844797899178576,-3.469446951953614e-18,-0.19342828648500454,9.210122024406578,9.945346248120398
91.0,0.004379362992514887,0.001730017900203065,170.06121694654897,197.84365431254375,-0.609143521299897,-0.20665678474442306,-0.012873827988898266,-0.00035467027051910155,-4.163336342344337e-17,3.597780887095005,-3.884834460188377,-4.5102810375396984e-17,-0.20665678474442212,9.51564530052906,10.281948705550418
92.0,0.004152515839756695,0.0015233228024640435,176.9041450055484,233.67631071943563,-0.598829867254751,-0.22019705551518542,-0.01585568137702097,0.002315410606258589,1.734723475976807e-17,3.5819252057179845,-3.8825190495821182,-2.7755575615628914e-17,-0.22019705551518423,9.83284750669028,10.631357080577999
93.0,0.003939065934419115,0.0013402930584775605,183.90907381651772,275.84636617229785,-0.5887599398519638,-0.23404494193773862,-0.018857428743977667,0.005009542321424448,2.7755575615628914e-17,3.5630677769740067,-3.8775095072606938,0.0,-0.2340449419377375,10.162158983018903,10.994039544373626
94.0,0.0037382143391883425,0.0011783789154764346,191.06516132937867,325.4508176559139,-0.5789340037526267,-0.24819585950210404,-0.021875914689666334,0.0077249971253008365,6.938893903907228e-17,3.5411918622843404,-3.8697845101353927,6.938893903907228e-17,-0.2481958595021027,10.50402602471642,11.37048159495845
95.0,0.0035492099989724085,0.0010352809000724642,198.3594920191904,383.77396421205924,-0.5693504002502521,-0.2626447628784922,-0.024908124739238598,0.010459221362850518,-7.632783294297951e-17,3.516283737545102,-3.859325288772542,-6.938893903907228e-18,-0.2626447628784905,10.858911482821892,11.761186708466916
