date,AHP_period,foreign_group,value_usd_billions,share_of_foreign_total,foreign_total_usd_billions,TIC_classification_vintage
2000-05-01,2000M03-2001M12,EU-27 (identifiable),159.200000,0.1484797612,1072.200000,pre-2012 TIC classification
2000-05-01,2000M03-2001M12,Middle East (reported/bridge),43.100000,0.0401977243,1072.200000,pre-2012 TIC classification
2000-05-01,2000M03-2001M12,Four Asian dragons,139.300000,0.1299197911,1072.200000,pre-2012 TIC classification
2000-05-01,2000M03-2001M12,Canada,16.700000,0.0155754523,1072.200000,pre-2012 TIC classification
2000-05-01,2000M03-2001M12,United Kingdom,77.500000,0.0722812908,1072.200000,pre-2012 TIC classification
2000-05-01,2000M03-2001M12,Mainland China,72.500000,0.0676179817,1072.200000,pre-2012 TIC classification
2000-05-01,2000M03-2001M12,Japan,319.400000,0.2978921843,1072.200000,pre-2012 TIC classification
2000-06-01,2000M03-2001M12,All other foreign,239.300000,0.2256057321,1060.700000,pre-2012 TIC classification
2000-06-01,2000M03-2001M12,EU-27 (identifiable),160.700000,0.1515037240,1060.700000,pre-2012 TIC classification
2000-06-01,2000M03-2001M12,Middle East (reported/bridge),45.900000,0.0432733101,1060.700000,pre-2012 TIC classification
2000-06-01,2000M03-2001M12,Four Asian dragons,143.400000,0.1351937400,1060.700000,pre-2012 TIC classification
2000-06-01,2000M03-2001M12,Canada,17.000000,0.0160271519,1060.700000,pre-2012 TIC classification
2000-06-01,2000M03-2001M12,United Kingdom,68.100000,0.0642028849,1060.700000,pre-2012 TIC classification
2000-06-01,2000M03-2001M12,Mainland China,67.500000,0.0636372207,1060.700000,pre-2012 TIC classification
2000-06-01,2000M03-2001M12,Japan,318.800000,0.3005562364,1060.700000,pre-2012 TIC classification
2000-07-01,2000M03-2001M12,All other foreign,241.600000,0.2288095464,1055.900000,pre-2012 TIC classification
2000-07-01,2000M03-2001M12,EU-27 (identifiable),159.800000,0.1513400890,1055.900000,pre-2012 TIC classification
2000-07-01,2000M03-2001M12,Middle East (reported/bridge),47.400000,0.0448906146,1055.900000,pre-2012 TIC classification
2000-07-01,2000M03-2001M12,Four Asian dragons,142.000000,0.1344824320,1055.900000,pre-2012 TIC classification
2000-07-01,2000M03-2001M12,Canada,16.000000,0.0151529501,1055.900000,pre-2012 TIC classification
2000-07-01,2000M03-2001M12,United Kingdom,63.100000,0.0597594469,1055.900000,pre-2012 TIC classification
2000-07-01,2000M03-2001M12,Mainland China,66.400000,0.0628847429,1055.900000,pre-2012 TIC classification
2000-07-01,2000M03-2001M12,Japan,319.600000,0.3026801780,1055.900000,pre-2012 TIC classification
2000-08-01,2000M03-2001M12,All other foreign,245.600000,0.2330391878,1053.900000,pre-2012 TIC classification
2000-08-01,2000M03-2001M12,EU-27 (identifiable),159.200000,0.1510579751,1053.900000,pre-2012 TIC classification
2000-08-01,2000M03-2001M12,Middle East (reported/bridge),47.800000,0.0453553468,1053.900000,pre-2012 TIC classification
2000-08-01,2000M03-2001M12,Four Asian dragons,139.100000,0.1319859569,1053.900000,pre-2012 TIC classification
2000-08-01,2000M03-2001M12,Canada,15.400000,0.0146123921,1053.900000,pre-2012 TIC classification
2000-08-01,2000M03-2001M12,United Kingdom,66.400000,0.0630040801,1053.900000,pre-2012 TIC classification
2000-08-01,2000M03-2001M12,Mainland China,62.600000,0.0593984249,1053.900000,pre-2012 TIC classification
2000-08-01,2000M03-2001M12,Japan,317.800000,0.3015466363,1053.900000,pre-2012 TIC classification
2000-09-01,2000M03-2001M12,All other foreign,240.700000,0.2317096650,1038.800000,pre-2012 TIC classification
2000-09-01,2000M03-2001M12,EU-27 (identifiable),156.000000,0.1501732769,1038.800000,pre-2012 TIC classification
2000-09-01,2000M03-2001M12,Middle East (reported/bridge),46.800000,0.0450519831,1038.800000,pre-2012 TIC classification
2000-09-01,2000M03-2001M12,Four Asian dragons,135.100000,0.1300539084,1038.800000,pre-2012 TIC classification
2000-09-01,2000M03-2001M12,Canada,16.500000,0.0158837120,1038.800000,pre-2012 TIC classification
2000-09-01,2000M03-2001M12,United Kingdom,64.300000,0.0618983442,1038.800000,pre-2012 TIC classification
2000-09-01,2000M03-2001M12,Mainland China,62.100000,0.0597805160,1038.800000,pre-2012 TIC classification
2000-09-01,2000M03-2001M12,Japan,317.300000,0.3054485945,1038.800000,pre-2012 TIC classification
2000-10-01,2000M03-2001M12,All other foreign,244.700000,0.2363794436,1035.200000,pre-2012 TIC classification
2000-10-01,2000M03-2001M12,EU-27 (identifiable),156.900000,0.1515649150,1035.200000,pre-2012 TIC classification
2000-10-01,2000M03-2001M12,Middle East (reported/bridge),48.000000,0.0463678516,1035.200000,pre-2012 TIC classification
2000-10-01,2000M03-2001M12,Four Asian dragons,131.100000,0.1266421947,1035.200000,pre-2012 TIC classification
2000-10-01,2000M03-2001M12,Canada,16.900000,0.0163253478,1035.200000,pre-2012 TIC classification
2000-10-01,2000M03-2001M12,United Kingdom,60.400000,0.0583462133,1035.200000,pre-2012 TIC classification
2000-10-01,2000M03-2001M12,Mainland China,59.500000,0.0574768161,1035.200000,pre-2012 TIC classification
2000-10-01,2000M03-2001M12,Japan,317.700000,0.3068972179,1035.200000,pre-2012 TIC classification
2000-11-01,2000M03-2001M12,All other foreign,241.300000,0.2363369246,1021.000000,pre-2012 TIC classification
2000-11-01,2000M03-2001M12,EU-27 (identifiable),153.600000,0.1504407444,1021.000000,pre-2012 TIC classification
2000-11-01,2000M03-2001M12,Middle East (reported/bridge),48.400000,0.0474045054,1021.000000,pre-2012 TIC classification
2000-11-01,2000M03-2001M12,Four Asian dragons,126.800000,0.1241919687,1021.000000,pre-2012 TIC classification
2000-11-01,2000M03-2001M12,Canada,15.800000,0.0154750245,1021.000000,pre-2012 TIC classification
2000-11-01,2000M03-2001M12,United Kingdom,54.500000,0.0533790402,1021.000000,pre-2012 TIC classification
2000-11-01,2000M03-2001M12,Mainland China,58.900000,0.0576885406,1021.000000,pre-2012 TIC classification
2000-11-01,2000M03-2001M12,Japan,321.700000,0.3150832517,1021.000000,pre-2012 TIC classification
2000-12-01,2000M03-2001M12,All other foreign,240.700000,0.2370961387,1015.200000,pre-2012 TIC classification
2000-12-01,2000M03-2001M12,EU-27 (identifiable),154.900000,0.1525807723,1015.200000,pre-2012 TIC classification
2000-12-01,2000M03-2001M12,Middle East (reported/bridge),47.700000,0.0469858156,1015.200000,pre-2012 TIC classification
2000-12-01,2000M03-2001M12,Four Asian dragons,129.500000,0.1275610717,1015.200000,pre-2012 TIC classification
2000-12-01,2000M03-2001M12,Canada,14.200000,0.0139873916,1015.200000,pre-2012 TIC classification
2000-12-01,2000M03-2001M12,United Kingdom,50.200000,0.0494483846,1015.200000,pre-2012 TIC classification
2000-12-01,2000M03-2001M12,Mainland China,60.300000,0.0593971631,1015.200000,pre-2012 TIC classification
2000-12-01,2000M03-2001M12,Japan,317.700000,0.3129432624,1015.200000,pre-2012 TIC classification
2001-01-01,2000M03-2001M12,All other foreign,249.900000,0.2472299169,1010.800000,pre-2012 TIC classification
2001-01-01,2000M03-2001M12,EU-27 (identifiable),149.800000,0.1481994460,1010.800000,pre-2012 TIC classification
2001-01-01,2000M03-2001M12,Middle East (reported/bridge),48.500000,0.0479817966,1010.800000,pre-2012 TIC classification
2001-01-01,2000M03-2001M12,Four Asian dragons,128.200000,0.1268302335,1010.800000,pre-2012 TIC classification
2001-01-01,2000M03-2001M12,Canada,12.800000,0.0126632370,1010.800000,pre-2012 TIC classification
2001-01-01,2000M03-2001M12,United Kingdom,47.800000,0.0472892758,1010.800000,pre-2012 TIC classification
2001-01-01,2000M03-2001M12,Mainland China,61.500000,0.0608428967,1010.800000,pre-2012 TIC classification
2001-01-01,2000M03-2001M12,Japan,312.300000,0.3089631975,1010.800000,pre-2012 TIC classification
2001-02-01,2000M03-2001M12,All other foreign,251.200000,0.2473901911,1015.400000,pre-2012 TIC classification
2001-02-01,2000M03-2001M12,EU-27 (identifiable),150.300000,0.1480204845,1015.400000,pre-2012 TIC classification
2001-02-01,2000M03-2001M12,Middle East (reported/bridge),47.800000,0.0470750443,1015.400000,pre-2012 TIC classification
2001-02-01,2000M03-2001M12,Four Asian dragons,129.000000,0.1270435296,1015.400000,pre-2012 TIC classification
2001-02-01,2000M03-2001M12,Canada,12.500000,0.0123104195,1015.400000,pre-2012 TIC classification
2001-02-01,2000M03-2001M12,United Kingdom,48.400000,0.0476659445,1015.400000,pre-2012 TIC classification
2001-02-01,2000M03-2001M12,Mainland China,63.700000,0.0627338980,1015.400000,pre-2012 TIC classification
2001-02-01,2000M03-2001M12,Japan,312.500000,0.3077604885,1015.400000,pre-2012 TIC classification
2001-03-01,2000M03-2001M12,All other foreign,249.100000,0.2460246914,1012.500000,pre-2012 TIC classification
2001-03-01,2000M03-2001M12,EU-27 (identifiable),139.200000,0.1374814815,1012.500000,pre-2012 TIC classification
2001-03-01,2000M03-2001M12,Middle East (reported/bridge),45.900000,0.0453333333,1012.500000,pre-2012 TIC classification
2001-03-01,2000M03-2001M12,Four Asian dragons,130.500000,0.1288888889,1012.500000,pre-2012 TIC classification
2001-03-01,2000M03-2001M12,Canada,12.500000,0.0123456790,1012.500000,pre-2012 TIC classification
2001-03-01,2000M03-2001M12,United Kingdom,58.400000,0.0576790123,1012.500000,pre-2012 TIC classification
2001-03-01,2000M03-2001M12,Mainland China,69.800000,0.0689382716,1012.500000,pre-2012 TIC classification
2001-03-01,2000M03-2001M12,Japan,307.100000,0.3033086420,1012.500000,pre-2012 TIC classification
2001-04-01,2000M03-2001M12,All other foreign,240.100000,0.2430653979,987.800000,pre-2012 TIC classification
2001-04-01,2000M03-2001M12,EU-27 (identifiable),135.900000,0.1375784572,987.800000,pre-2012 TIC classification
2001-04-01,2000M03-2001M12,Middle East (reported/bridge),44.400000,0.0449483701,987.800000,pre-2012 TIC classification
2001-04-01,2000M03-2001M12,Four Asian dragons,124.800000,0.1263413646,987.800000,pre-2012 TIC classification
2001-04-01,2000M03-2001M12,Canada,13.700000,0.0138692043,987.800000,pre-2012 TIC classification
2001-04-01,2000M03-2001M12,United Kingdom,53.800000,0.0544644665,987.800000,pre-2012 TIC classification
2001-04-01,2000M03-2001M12,Mainland China,69.200000,0.0700546669,987.800000,pre-2012 TIC classification
2001-04-01,2000M03-2001M12,Japan,305.900000,0.3096780725,987.800000,pre-2012 TIC classification
2001-05-01,2000M03-2001M12,All other foreign,240.500000,0.2438653417,986.200000,pre-2012 TIC classification
2001-05-01,2000M03-2001M12,EU-27 (identifiable),135.700000,0.1375988643,986.200000,pre-2012 TIC classification
2001-05-01,2000M03-2001M12,Middle East (reported/bridge),43.200000,0.0438045021,986.200000,pre-2012 TIC classification
2001-05-01,2000M03-2001M12,Four Asian dragons,120.900000,0.1225917664,986.200000,pre-2012 TIC classification
2001-05-01,2000M03-2001M12,Canada,14.800000,0.0150070980,986.200000,pre-2012 TIC classification
2001-05-01,2000M03-2001M12,United Kingdom,55.200000,0.0559724194,986.200000,pre-2012 TIC classification
2001-05-01,2000M03-2001M12,Mainland China,69.200000,0.0701683229,986.200000,pre-2012 TIC classification
2001-05-01,2000M03-2001M12,Japan,306.700000,0.3109916853,986.200000,pre-2012 TIC classification
2001-06-01,2000M03-2001M12,All other foreign,237.200000,0.2412285162,983.300000,pre-2012 TIC classification
2001-06-01,2000M03-2001M12,EU-27 (identifiable),138.400000,0.1407505339,983.300000,pre-2012 TIC classification
2001-06-01,2000M03-2001M12,Middle East (reported/bridge),43.400000,0.0441370894,983.300000,pre-2012 TIC classification
