t,state,n,n_next,phi,G,e,D_agg,d_per,PD,Q_actual,V_rational,B_rational,bubble_share,Q_b_branch,crash_gap_Q,market_actual,V_agg,B_agg,crash_gap_market
63,b,194.4866555244241,206.4163332699317,0.6933034373659253,1.061339312526815,2.856699505812773,0.1866094625465498,0.0009594975143326219,7.211849430599321,0.006919751602401183,0.006919751602401183,0,0,0.006919751602401183,0,1.428349752906386,1.428349752906386,0,0
64,b,206.4163332699317,219.0777692470152,0.6933034373659253,1.061339312526815,2.873756620246418,0.1877236920798209,0.0009094420441735763,7.211849430599321,0.006558759088436288,0.006558759088436288,0,0,0.006558759088436288,0,1.436878310123209,1.436878310123209,0,0
65,b,219.0777692470152,232.5158490025353,0.6933034373659253,1.061339312526815,2.890915581287383,0.1888445745846822,0.0008619978888490305,7.211849430599321,0.006216598983873697,0.006216598983873697,0,0,0.006216598983873697,0,1.445457790643691,1.445457790643691,0,0
66,b,232.5158490025353,246.7782113319396,0.6933034373659253,1.061339312526815,2.908176997053266,0.1899721497854724,0.0008170288201876549,7.211849430599321,0.005892288831653574,0.005892288831653574,0,0,0.005892288831653574,0,1.454088498526633,1.454088498526633,0,0
67,b,246.7782113319396,261.9154171616378,0.6933034373659253,1.061339312526815,2.925541479292681,0.1911064576437203,0.0007744057168266949,7.211849430599321,0.005584897427949459,0.005584897427949459,0,0,0.005584897427949459,0,1.46277073964634,1.46277073964634,0,0
68,b,261.9154171616378,277.9811287905066,0.6933034373659253,1.061339312526815,2.943009643406943,0.1922475383595619,0.0007340061934609936,7.211849430599321,0.005293542148368041,0.005293542148368041,0,0,0.005293542148368041,0,1.471504821703471,1.471504821703471,0,0
69,b,277.9811287905066,295.0323001259443,0.6933034373659253,1.061339312526815,2.960582108471877,0.1933954323731651,0.0006957142494335023,7.211849430599321,0.005017386413636838,0.005017386413636838,0,0,0.005017386413636838,0,1.480291054235939,1.480291054235939,0,0
70,b,295.0323001259443,313.1293785888747,0.6933034373659253,1.061339312526815,2.97825949725976,0.1945501803661621,0.0006594199356582718,7.211849430599321,0.004755637287502949,0.004755637287502949,0,0,0.004755637287502949,0,1.48912974862988,1.48912974862988,0,0
71,b,313.1293785888747,332.336519403465,0.6933034373659253,1.061339312526815,2.996042436261387,0.1957118232630926,0.0006250190389195442,7.211849430599321,0.00450754319994565,0.00450754319994565,0,0,0.00450754319994565,0,1.498021218130694,1.498021218130694,0,0
72,b,332.336519403465,352.721813031228,0.6933034373659253,1.061339312526815,3.01393155570828,0.1968804022328522,0.0005924127826404607,7.211849430599321,0.004272391789165366,0.004272391789165366,0,0,0.004272391789165366,0,1.50696577785414,1.50696577785414,0,0
73,b,352.721813031228,374.3575265557753,0.6933034373659253,1.061339312526815,3.031927489595021,0.1980559586901537,0.0005615075432621994,7.211849430599321,0.004049507856152716,0.004049507856152716,0,0,0.004049507856152716,0,1.515963744797511,1.515963744797511,0,0
74,b,374.3575265557753,397.3203598739454,0.6933034373659253,1.061339312526815,3.050030875701716,0.1992385342969926,0.0005322145814191562,7.211849430599321,0.003838251425964398,0.003838251425964398,0,0,0.003838251425964398,0,1.525015437850859,1.525015437850859,0,0
75,b,397.3203598739454,421.6917176015199,0.6933034373659253,1.061339312526815,3.068242355616609,0.2004281709641255,0.0005044497871383026,7.211849430599321,0.003638015910139316,0.003638015910139316,0,0,0.003638015910139316,0,1.534121177808305,1.534121177808305,0,0
76,b,421.6917176015199,447.5579976574489,0.6933034373659253,1.061339312526815,3.086562574758811,0.2016249108525543,0.0004781334383310819,7.211849430599321,0.003448226364978509,0.003448226364978509,0,0,0.003448226364978509,0,1.543281287379405,1.543281287379405,0,0
77,b,447.5579976574489,475.0108975496346,0.6933034373659253,1.061339312526815,3.104992182401174,0.2028287963750209,0.0004531899718844074,7.211849430599321,0.003268337840687885,0.003268337840687885,0,0,0.003268337840687885,0,1.552496091200587,1.552496091200587,0,0
78,b,475.0108975496346,504.1477394480746,0.6933034373659255,1.061339312526815,3.123531831693311,0.2040398701975099,0.0004295477666934776,7.211849430599318,0.003097833816643565,0.003097833816643565,0,0,0.003097833816643565,0,1.561765915846655,1.561765915846655,0,0
79,b,504.1477394480746,535.0718151977673,0.6933034373659253,1.061339312526815,3.14218217968473,0.2052581752407611,0.0004071389380134313,7.211849430599321,0.002936224718286977,0.002936224718286977,0,0,0.002936224718286977,0,1.571091089842365,1.571091089842365,0,0
80,b,535.0718151977673,567.8927524944733,0.6933034373659253,1.061339312526815,3.160943887348132,0.2064837546817904,0.0003858991425393471,7.211849430599321,0.002783046511391156,0.002783046511391156,0,0,0.002783046511391156,0,1.580471943674065,1.580471943674065,0,0
81,b,567.8927524944733,602.7269035214449,0.6933034373659253,1.061339312526815,3.179817619602824,0.2077166519554201,0.0003657673936549166,7.211849430599321,0.002637859369662008,0.002637859369662008,0,0,0.002637859369662008,0,1.589908809801413,1.589908809801413,0,0
82,b,602.7269035214449,639.6977574248663,0.6933034373659253,1.061339312526815,3.1988040453383,0.2089569107558181,0.000346685886319298,7.211849430599321,0.00250024641184865,0.00250024641184865,0,0,0.00250024641184865,0,1.59940202266915,1.59940202266915,0,0
83,b,639.6977574248663,678.9363780902528,0.6933034373659253,1.061339312526815,3.217903837437931,0.2102045750380469,0.0003285998310893497,7.211849430599321,0.00236981250473676,0.00236981250473676,0,0,0.00236981250473676,0,1.608951918718966,1.608951918718966,0,0
84,b,678.9363780902528,720.5818687717546,0.6933034373659253,1.061339312526815,3.237117672802818,0.2114596890196203,0.000311457296800659,7.211849430599321,0.002246183128587836,0.002246183128587836,0,0,0.002246183128587836,0,1.618558836401409,1.618558836401409,0,0
85,b,720.5818687717546,764.7818652215016,0.6933034373659253,1.061339312526815,3.256446232375786,0.2127222971820719,0.0002952090614556553,7.211849430599321,0.002129003301766728,0.002129003301766728,0,0,0.002129003301766728,0,1.628223116187894,1.628223116187894,0,0
86,b,764.7818652215016,811.6930590671636,0.6933034373659253,1.061339312526815,3.275890201165511,0.2139924442725304,0.0002798084708906537,7.211849430599321,0.002017936561469627,0.002017936561469627,0,0,0.002017936561469627,0,1.637945100582755,1.637945100582755,0,0
87,b,811.6930590671636,861.4817532931309,0.6933034373659253,1.061339312526815,3.295450268270799,0.215270175305306,0.000265211304816016,7.211849430599321,0.001912663997625888,0.001912663997625888,0,0,0.001912663997625888,0,1.647725134135399,1.647725134135399,0,0
88,b,861.4817532931309,914.3244517945267,0.6933034373659253,1.061339312526815,3.315127126905002,0.2165555355634857,0.0002513756498447852,7.211849430599321,0.001812883337199648,0.001812883337199648,0,0,0.001812883337199648,0,1.657563563452501,1.657563563452501,0,0
89,b,914.3244517945267,970.4084850940599,0.6933034373659253,1.061339312526815,3.334921474420601,0.2178485706005379,0.0002382617791452157,7.211849430599321,0.001718308076262005,0.001718308076262005,0,0,0.001718308076262005,0,1.6674607372103,1.6674607372103,0,0
90,b,970.4084850940599,1029.932674439917,0.6933034373659253,1.061339312526815,3.354834012333904,0.2191493262419271,0.0002258320383716403,7.211849430599321,0.001628666657341598,0.001628666657341598,0,0,0.001628666657341598,0,1.677417006166953,1.677417006166953,0,0
91,b,1029.932674439917,1093.108036638966,0.6933034373659253,1.061339312526815,3.374865446349915,0.2204578485867372,0.0002140507375461442,7.211849430599321,0.001543701689691525,0.001543701689691525,0,0,0.001543701689691525,0,1.687432723174957,1.687432723174957,0,0
92,b,1093.108036638966,1160.158532123936,0.6933034373659253,1.061339312526815,3.395016486387348,0.2217741840093072,0.0002028840485806027,7.211849430599321,0.001463169210233704,0.001463169210233704,0,0,0.001463169210233704,0,1.697508243193674,1.697508243193674,0,0
93,b,1160.158532123936,1231.321858906537,0.6933034373659253,1.061339312526815,3.415287846603774,0.2230983791608719,0.0001922999081448284,7.211849430599321,0.001386837983058582,0.001386837983058582,0,0,0.001386837983058582,0,1.707643923301886,1.707643923301886,0,0
94,b,1231.321858906537,1306.850295231104,0.6933034373659253,1.061339312526815,3.435680245420946,0.2244304809712178,0.0001822679256019389,7.211849430599321,0.001314488835468862,0.001314488835468862,0,0,0.001314488835468862,0,1.717840122710473,1.717840122710473,0,0
